2019-10-18,,"['#jokowi', '#prabowo', '#jokowilagi', '#indonesia', '#tetapjokowi', '#welcomeperiodekedua', '#pilpres']","SE Asia Standard Time",[],1571382214000,0,,,False,,[],1,,"['https://www.instagram.com/p/B3wB805BBwJ/?igshid=1e4tt8o7ufr22']","[{'user_id': '1089083987786526720', 'username': 'opiniwongcilik'}]",1185089018821828609,1185089018821828609,,,,netral,"https://twitter.com/opiniwongcilik/status/1185089018821828609","Papua khusus nya wamena sudah mulai kondusif...  TNI dan POLRI selalu berusaha untuk menjaga keamanan rakyat Indonesia... . . . #jokowi #prabowo #jokowilagi #indonesia #tetapjokowi #WelcomePeriodeKedua #pilpres…  https://www.instagram.com/p/B3wB805BBwJ/?igshid=1e4tt8o7ufr22 …",0,1089083987786526720,[],opiniwongcilik,14:03:34,,opiniwongcilik
2019-10-18,,"['#lawanterorismejagankri']","SE Asia Standard Time",[],1571382004000,0,,,False,,"['https://pbs.twimg.com/media/EGpkqTUU8AIUFGR.jpg']",0,,[],"[{'user_id': '2243520835', 'username': 'CalegManado'}]",1185088137204097025,1185088137204097025,,,,negatif,"https://twitter.com/CalegManado/status/1185088137204097025","Stop Provokasi bangsa Indonesia, Presiden Jokowi telah memberikan bantuan kepada korban kerusuhan yang ada di Wamena. #LawanTerorismeJagaNKRI pic.twitter.com/R5fEMmu4ec",0,2243520835,[],"Caleg Manado",14:00:04,,calegmanado
2019-10-18,,"['#lawanterorismejagankri', '#lawanterorismejagankri']","SE Asia Standard Time",[],1571379767000,0,,,False,,[],0,,"['https://twitter.com/IndonesiaLov3/status/1182884947217940482/photo/1']","[{'user_id': '2243520835', 'username': 'CalegManado'}]",1185078755745615872,1185078755745615872,,,,negatif,"https://twitter.com/CalegManado/status/1185078755745615872","Stop Provokasi bangsa Indonesia, Presiden Jokowi telah memberikan bantuan kepada korban kerusuhan yang ada di Wamena. #LawanTerorismeJagaNKRI #LawanTerorismeJagaNKRI  https://twitter.com/IndonesiaLov3/status/1182884947217940482/photo/1 pic.twitter.com/uTNeYGW5xi ",0,2243520835,[],"Caleg Manado",13:22:47,,calegmanado
2019-10-18,,"['#lawanterorismejagankri']","SE Asia Standard Time",[],1571378916000,0,,,False,,"['https://pbs.twimg.com/media/EGpkqTUU8AIUFGR.jpg']",0,,[],"[{'user_id': '422588914', 'username': 'suhoxw'}]",1185075183859617793,1185075183859617793,,,,negatif,"https://twitter.com/suhoxw/status/1185075183859617793","Stop Provokasi bangsa Indonesia, Presiden Jokowi telah memberikan bantuan kepada korban kerusuhan yang ada di Wamena. #LawanTerorismeJagaNKRI  pic.twitter.com/xAZQ7KHvGY",0,422588914,[],Suho,13:08:36,,suhoxw
2019-10-18,,[],"SE Asia Standard Time",[],1571377290000,0,,,False,,[],0,,[],"[{'user_id': '413922654', 'username': '__nowtipsy'}, {'user_id': '366987179', 'username': 'jokowi'}]",1184648018718416896,1185068364982472709,,,,netral,"https://twitter.com/__nowtipsy/status/1185068364982472709","Ga tertarik pak, saya lebih nungguin nasib perpu kpk, wamena, mahasiswa korban aksi, dan kasus buku merahnya novel baswedan.",0,413922654,"['jokowi']",don,12:41:30,,__nowtipsy
2019-10-18,,[],"SE Asia Standard Time",[],1571375747000,0,,,False,,[],1,,[],"[{'user_id': '4229923161', 'username': 'hanif_marsudi'}, {'user_id': '366987179', 'username': 'jokowi'}]",1184999643282735104,1185061894320578561,,,,negatif,"https://twitter.com/hanif_marsudi/status/1185061894320578561","Kalau cuma infrastruktur, kemudian mengesampingkan nilai kemanusiaan, kematian petugas KPPS, kasus wamena & kendari tidak diungkap serius, ekonomi mentok 5%, KPK diperlemah.  Mirip firaun, cuma mirip. Masih kerenan firaun krn berani ngaku sbg Tuhan.",1,4229923161,"['jokowi']","hanif marsudi",12:15:47,,hanif_marsudi
2019-10-18,,"['#lawanterorismejagankri', '#lawanterorismejagankri']","SE Asia Standard Time",[],1571375491000,0,,,False,,[],0,,"['https://twitter.com/IndonesiaLov3/status/1182884947217940482/photo/1']","[{'user_id': '2244911316', 'username': 'CalegMakassar'}]",1185060818913615872,1185060818913615872,,,,negatif,"https://twitter.com/CalegMakassar/status/1185060818913615872","Stop Provokasi bangsa Indonesia, Presiden Jokowi telah memberikan bantuan kepada korban kerusuhan yang ada di Wamena. #LawanTerorismeJagaNKRI #LawanTerorismeJagaNKRI  https://twitter.com/IndonesiaLov3/status/1182884947217940482/photo/1 pic.twitter.com/wH4etfvzPP ",1,2244911316,[],"Axel G. Djati",12:11:31,,calegmakassar
2019-10-18,,"['#lawanterorismejagankri', '#lawanterorismejagankri']","SE Asia Standard Time",[],1571375039000,0,,,False,,[],0,,"['https://twitter.com/IndonesiaLov3/status/1182884947217940482/photo/1']","[{'user_id': '1078904123515228160', 'username': 'hendwryy'}]",1185058925659320320,1185058925659320320,,,,negatif,"https://twitter.com/hendwryy/status/1185058925659320320","Stop Provokasi bangsa Indonesia, Presiden Jokowi telah memberikan bantuan kepada korban kerusuhan yang ada di Wamena. #LawanTerorismeJagaNKRI #LawanTerorismeJagaNKRI  https://twitter.com/IndonesiaLov3/status/1182884947217940482/photo/1 pic.twitter.com/Ybxzjsi8Z4 ",0,1078904123515228160,[],Hendery,12:03:59,,hendwryy
2019-10-18,,"['#wamena', '#papua', '#sapapuasaindonesia', '#sapapuasankri', '#jokowi', '#jumatberkah']","SE Asia Standard Time",[],1571373306000,0,,,False,,"['https://pbs.twimg.com/media/EHImKlvWsAAlx3E.jpg']",0,,"['https://sumut.antaranews.com/nasional/berita/1118360/polda-papua-terus-lakukan-cipta-kondisi-terutama-di-wamena-sekitarnya?utm_source=antaranews&utm_medium=nasional&utm_campaign=antaranews']","[{'user_id': '1183641878249365511', 'username': 'twitpolitik_'}]",1185051653424050176,1185051653424050176,,,,positif,"https://twitter.com/twitpolitik_/status/1185051653424050176","Polda papua siap sedia menjaga kemanan di Papua, khususnya di Wamena  https://sumut.antaranews.com/nasional/berita/1118360/polda-papua-terus-lakukan-cipta-kondisi-terutama-di-wamena-sekitarnya?utm_source=antaranews&utm_medium=nasional&utm_campaign=antaranews … #wamena #papua #SaPapuaSaIndonesia #sapapuasankri #jokowi #JumatBerkah pic.twitter.com/s9NOf0WnXP",0,1183641878249365511,[],"Twit Politik",11:35:06,,twitpolitik_
2019-10-18,,"['#pancasilabentengnkri', '#jokowi', '#welcomeperiodekedua']","SE Asia Standard Time",[],1571373135000,0,,,False,,"['https://pbs.twimg.com/media/EHIliFmX0AUJYi_.jpg', 'https://pbs.twimg.com/media/EHIliuIWkAEU0o4.jpg']",0,,[],"[{'user_id': '954285597509664768', 'username': 'silviaa_rahma'}]",1185050940081991680,1185050940081991680,,,,netral,"https://twitter.com/silviaa_rahma/status/1185050940081991680","Polda Papua Terus Lakukan Cipa Kondisi di Wamena Dan Sekitarnya..!!  #PancasilaBentengNKRI #Jokowi #WelcomePeriodeKedua pic.twitter.com/lxDJQNAwLI",0,954285597509664768,[],"Silvia Rahmadhani",11:32:15,,silviaa_rahma
