1.17705E+18,1.17705E+18,1.56946E+12,9/26/2019,9:24:26,SE Asia Standard Time,9.44212E+17,blackcrow0717,S Syofian,,"Gubernur Riau, Jokowi Tunaikan Janji Mu Untuk Hentikan Asap Di Riau  http://chng.it/rmYqpM6q  lewat @ChangeOrg_ID",['changeorg_id'],['http://chng.it/rmYqpM6q'],[],0,0,0,[],[],https://twitter.com/blackcrow0717/status/1177046237331083264,FALSE,,0,,,,,,,"[{'user_id': '944212401892687872', 'username': 'blackcrow0717'}, {'user_id': '563483976', 'username': 'ChangeOrg_ID'}]",
1.17704E+18,1.17704E+18,1.56946E+12,9/26/2019,9:13:47,SE Asia Standard Time,44298357,bee2991,wenniLee,,"dear, Gubernur Riau,, pak @jokowi mohon Tunaikan Janji Mu Untuk Hentikan Asap Di Riau  http://chng.it/KbgTf2mm  via @ChangeOrg_ID","['jokowi', 'changeorg_id']",['http://chng.it/KbgTf2mm'],[],0,0,0,[],[],https://twitter.com/bee2991/status/1177043557384740864,FALSE,,0,,,,,,,"[{'user_id': '44298357', 'username': 'bee2991'}, {'user_id': '366987179', 'username': 'jokowi'}, {'user_id': '563483976', 'username': 'ChangeOrg_ID'}]",
1.17704E+18,1.17704E+18,1.56946E+12,9/26/2019,8:47:41,SE Asia Standard Time,1.09203E+18,cheshirecatwm,🐔dinner,,"Bapak presiden @jokowi yth korban telah berjatuhan bahkan satu anak STM telah hilang nyawa, bapk dimana? Sedang mengurus kerusuhan dimana? Atau sedang tertutup asap bersama saudara kmi yng di kalimantan? Riau? Jambi? Hingga tak dengar lagi suara kami",['jokowi'],[],[],1,0,0,[],[],https://twitter.com/cheshirecatwm/status/1177036991860359168,FALSE,,0,,,,,,,"[{'user_id': '1092027122569211904', 'username': 'cheshirecatwm'}, {'user_id': '366987179', 'username': 'jokowi'}]",
1.17703E+18,1.17703E+18,1.56946E+12,9/26/2019,8:22:33,SE Asia Standard Time,223300028,dr_fadly,Akhmad Fadly Noor,,"Demo Mahasiswa Makassar, Yogyakarta, Riau Menuntut Jokowi Turun Tahta  https://www.youtube.com/watch?v=t3NjQrOmvm0 …",[],['https://www.youtube.com/watch?v=t3NjQrOmvm0'],[],0,0,0,[],[],https://twitter.com/dr_fadly/status/1177030665243512832,FALSE,,0,,,,,,,"[{'user_id': '223300028', 'username': 'dr_fadly'}]",
1.17702E+18,1.17637E+18,1.56946E+12,9/26/2019,7:54:34,SE Asia Standard Time,370702399,arufirmansyah,firmansyah,,"Malas aq liat lu, coba lu terjun langsung ke kalimantan ama riau, mana tu banser lu, tau nya aja nge vlog, tapi tidak melihat substansi terjadi di indonesia","['permadiaktivis', 'jokowi']",[],[],0,0,0,[],[],https://twitter.com/arufirmansyah/status/1177023623711715328,FALSE,,0,,,,,,,"[{'user_id': '370702399', 'username': 'arufirmansyah'}, {'user_id': '813490681519828997', 'username': 'permadiaktivis'}, {'user_id': '366987179', 'username': 'jokowi'}]",
1.17702E+18,1.1769E+18,1.56946E+12,9/26/2019,7:51:31,SE Asia Standard Time,1.03351E+18,anversatile,e,,"Sudah di cross check? Video kapan dan dimana, tanggal berapa , sumber dari mana, jika benar, apa harus presiden bulak balik riau? Sementara gubernur, dprd, pemda setempat juga ada disana tapi tidak bergerak, marah sama pemerintah setempat dong mbaa, presiden tangannya cuma dua.","['sopy_civics', 'cinnamongirldr', 'wong_panca', 'senapati_new', 'jokowi']",[],[],1,0,0,[],[],https://twitter.com/Anversatile/status/1177022853750804480,FALSE,,0,,,,,,,"[{'user_id': '1033508266783830017', 'username': 'Anversatile'}, {'user_id': '1495279753', 'username': 'Sopy_Civics'}, {'user_id': '58184629', 'username': 'cinnamongirldr'}, {'user_id': '1096053238661492736', 'username': 'Wong_Panca'}, {'user_id': '1073846310820765697', 'username': 'senapati_New'}, {'user_id': '366987179', 'username': 'jokowi'}]",
1.17701E+18,1.1769E+18,1.56946E+12,9/26/2019,7:00:25,SE Asia Standard Time,1.03351E+18,anversatile,e,,"Ibu maaf ya , setau saya jokowi sudah turun ke riau, trs kalau masaah ngevlog , sepengetahuan saya ngevlog itu gak hari H lgsung di upload videonya, bisa jadi video satu bulan lalu, atau minggu lalu, butuh waktu pengeditan, lalu di upload. Jangan jadi provokator :)","['sopy_civics', 'cinnamongirldr', 'wong_panca', 'senapati_new', 'jokowi']",[],[],1,0,0,[],[],https://twitter.com/Anversatile/status/1177009996212494337,FALSE,,0,,,,,,,"[{'user_id': '1033508266783830017', 'username': 'Anversatile'}, {'user_id': '1495279753', 'username': 'Sopy_Civics'}, {'user_id': '58184629', 'username': 'cinnamongirldr'}, {'user_id': '1096053238661492736', 'username': 'Wong_Panca'}, {'user_id': '1073846310820765697', 'username': 'senapati_New'}, {'user_id': '366987179', 'username': 'jokowi'}]",
1.17701E+18,1.17701E+18,1.56946E+12,9/26/2019,6:53:02,SE Asia Standard Time,503989093,milaniaaaa_,ＭＩＬ Λ Ｎ,,jokowinya satu masalah yang dituntut banyakk.. riau yang disalahin jokowi papua yang disalahin jokowi ruu yang disalahin jokowi.. coba temen kamu suruh jadi jokowi aja gimana,['tanya2rl'],[],[],0,0,0,[],[],https://twitter.com/Milaniaaaa_/status/1177008139348000768,FALSE,,0,,,,,,,"[{'user_id': '503989093', 'username': 'Milaniaaaa_'}, {'user_id': '2372004222', 'username': 'tanya2rl'}]",
1.17701E+18,1.17669E+18,1.56946E+12,9/26/2019,6:46:52,SE Asia Standard Time,8.03167E+17,demi_sutantyo,demian seven,,g trlalu banyak itu mbk10 juta. orang riau aja cm 5 juta jiwa,"['ree_njani', 'jokowi']",[],[],0,0,0,[],[],https://twitter.com/demi_sutantyo/status/1177006586801184768,FALSE,,0,,,,,,,"[{'user_id': '803166778398343168', 'username': 'demi_sutantyo'}, {'user_id': '1032817946039484416', 'username': 'ree_njani'}, {'user_id': '366987179', 'username': 'jokowi'}]",
1.177E+18,1.177E+18,1.56945E+12,9/26/2019,6:35:18,SE Asia Standard Time,1127779771,sarah_mysarh,sarah,,"Let's help them. Click this petition. Thanks  Gubernur Riau, Jokowi Tunaikan Janji Mu Untuk Hentikan Asap Di Riau  http://chng.it/Q2ztWGpv  via @ChangeOrg_ID",['changeorg_id'],['http://chng.it/Q2ztWGpv'],[],0,0,0,[],[],https://twitter.com/sarah_mysarh/status/1177003673647403013,FALSE,,0,,,,,,,"[{'user_id': '1127779771', 'username': 'sarah_mysarh'}, {'user_id': '563483976', 'username': 'ChangeOrg_ID'}]",
1.177E+18,1.177E+18,1.56945E+12,9/26/2019,6:06:11,SE Asia Standard Time,1243355672,syahrilagoes,Syahril Agoes,,Presiden Jokowi Akan Digugat Lagi Terkait Karhutla di Riau  http://gentaonline.com/news/detail/1800/nasional/presiden-jokowi-akan-digugat-lagi-terkait-karhutla-di-riau …,[],['http://gentaonline.com/news/detail/1800/nasional/presiden-jokowi-akan-digugat-lagi-terkait-karhutla-di-riau'],[],0,0,0,[],[],https://twitter.com/SyahrilAgoes/status/1176996348077342720,FALSE,,0,,,,,,,"[{'user_id': '1243355672', 'username': 'SyahrilAgoes'}]",
1.177E+18,1.177E+18,1.56945E+12,9/26/2019,6:04:39,SE Asia Standard Time,304299421,rinaoperisa,👀,,"Gubernur Riau, Jokowi Tunaikan Janji Mu Untuk Hentikan Asap Di Riau  http://chng.it/8MvpgKbt  lewat @ChangeOrg_ID",['changeorg_id'],['http://chng.it/8MvpgKbt'],[],0,0,0,[],[],https://twitter.com/rinaoperisa/status/1176995960448155648,FALSE,,0,,,,,,,"[{'user_id': '304299421', 'username': 'rinaoperisa'}, {'user_id': '563483976', 'username': 'ChangeOrg_ID'}]",
1.17699E+18,1.17699E+18,1.56945E+12,9/26/2019,5:44:55,SE Asia Standard Time,1245009175,boyabdul130y,boyabdul,,"Demo Mahasiswa Makassar, Yogyakarta, Riau Menuntut Jokowi Turun Tahta  https://youtu.be/t3NjQrOmvm0 ",[],['https://youtu.be/t3NjQrOmvm0'],[],0,0,0,[],[],https://twitter.com/boyabdul130y/status/1176990996661321728,FALSE,,0,,,,,,,"[{'user_id': '1245009175', 'username': 'boyabdul130y'}]",
1.17699E+18,1.17699E+18,1.56945E+12,9/26/2019,5:37:27,SE Asia Standard Time,1245009175,boyabdul130y,boyabdul,,"Demo Cabut Mandat Jokowi, Mahasiswa Duduki Gedung DPRD Riau  https://www.youtube.com/watch?v=No-FePAuaY0 …",[],['https://www.youtube.com/watch?v=No-FePAuaY0'],[],0,0,0,[],[],https://twitter.com/boyabdul130y/status/1176989115692118016,FALSE,,0,,,,,,,"[{'user_id': '1245009175', 'username': 'boyabdul130y'}]",
1.17693E+18,1.17693E+18,1.56944E+12,9/26/2019,1:47:45,SE Asia Standard Time,177408269,ilonkpanjava,"Jamaluddin Bin Mansyur, S.H",,"Demo Mahasiswa Makassar, Yogyakarta, Riau Menuntut Jokowi Turun Tahta  https://youtu.be/t3NjQrOmvm0 ",[],['https://youtu.be/t3NjQrOmvm0'],[],0,0,0,[],[],https://twitter.com/ilonkpanjava/status/1176931309534380032,FALSE,,0,,,,,,,"[{'user_id': '177408269', 'username': 'ilonkpanjava'}]",
1.17691E+18,1.17691E+18,1.56943E+12,9/26/2019,0:06:34,SE Asia Standard Time,761286031,solomasizebua,Melky,,"Gubernur Riau, Jokowi Tunaikan Janji Mu Untuk Hentikan Asap Di Riau - Tandatangani Petisi!  http://chng.it/vchPWqC9 ",[],['http://chng.it/vchPWqC9'],[],0,0,0,[],[],https://twitter.com/solomasizebua/status/1176905848972427264,FALSE,,0,,,,,,,"[{'user_id': '761286031', 'username': 'solomasizebua'}]",
1.17689E+18,1.17669E+18,1.56943E+12,9/25/2019,23:11:24,SE Asia Standard Time,9.58137E+17,djuaratp,PANCASILA-INDONESIA,,"Lho...yang bakar orang Riau kok yang salah Jokowi ?? Sebagai warga negara yang baik, jaga dan awasi dong daerahnya. 😊😊","['mikk08808', 'qorryss', 'adjiecation', 'ibrahimhusein99', 'detikcom']",[],[],1,0,0,[],[],https://twitter.com/DjuaraTp/status/1176891966220464128,FALSE,,0,,,,,,,"[{'user_id': '958136713976496128', 'username': 'DjuaraTp'}, {'user_id': '964452119066505222', 'username': 'mikk08808'}, {'user_id': '2787979668', 'username': 'qorryss'}, {'user_id': '720254658', 'username': 'adjiecation'}, {'user_id': '1175068680423493632', 'username': 'Ibrahimhusein99'}, {'user_id': '69183155', 'username': 'detikcom'}]",
1.17689E+18,1.17669E+18,1.56943E+12,9/25/2019,23:07:55,SE Asia Standard Time,9.64452E+17,mikk08808,sopir ganteng,,"Apakah mahasiswa yg meneriakkan yel2 itu salah ? Apakah semua tuntutan itu sudah jadi keputusan bersama alias nasional. Ingat, mahasiswa Riau lah yg pertama demo gara2 lahan dibakar dan menuntut jokowi mundur. Hampir seminggu kemudian rame demo kalian ttg RUKUHP dan RUUKPK.","['qorryss', 'djuaratp', 'adjiecation', 'ibrahimhusein99', 'detikcom']",[],[],1,0,0,[],[],https://twitter.com/mikk08808/status/1176891087375368192,FALSE,,0,,,,,,,"[{'user_id': '964452119066505222', 'username': 'mikk08808'}, {'user_id': '2787979668', 'username': 'qorryss'}, {'user_id': '958136713976496128', 'username': 'DjuaraTp'}, {'user_id': '720254658', 'username': 'adjiecation'}, {'user_id': '1175068680423493632', 'username': 'Ibrahimhusein99'}, {'user_id': '69183155', 'username': 'detikcom'}]",
1.17689E+18,1.17689E+18,1.56943E+12,9/25/2019,22:58:37,SE Asia Standard Time,1.10799E+18,kurangsecanting,Dimas maulana,,"Pak jokowi klau tdak bisa menghilangkan asap di riau dan kalimantan tlg hilangkan saja fahri hamzah, aku ikhlas sepenuh hati",['penerbangtoket'],[],[],0,0,1,[],[],https://twitter.com/kurangsecanting/status/1176888746488168448,FALSE,,0,,,,,,,"[{'user_id': '1107992074672963584', 'username': 'kurangsecanting'}, {'user_id': '1091207445618126848', 'username': 'PenerbangToket'}]",
1.17689E+18,1.17689E+18,1.56943E+12,9/25/2019,22:56:09,SE Asia Standard Time,1.09121E+18,penerbangtoket,mangga,,Pak jokowi klau tdak bisa menghilangkan asap di riau dan kalimantan tlg hilangkan saja rasa cintaku kpadanyaa pak aku cpekkk,[],[],[],6,2,19,[],[],https://twitter.com/PenerbangToket/status/1176888125152317441,FALSE,,0,,,,,,,"[{'user_id': '1091207445618126848', 'username': 'PenerbangToket'}]",
1.17688E+18,1.17688E+18,1.56943E+12,9/25/2019,22:26:23,SE Asia Standard Time,474652050,ayyubar_mtr,"Multimedia, T & R",,"Demo Mahasiswa Makassar, Yogyakarta, Riau Menuntut Jokowi Turun Tahta  https://youtu.be/t3NjQrOmvm0 ",[],['https://youtu.be/t3NjQrOmvm0'],[],0,0,0,[],[],https://twitter.com/Ayyubar_MTR/status/1176880635308167168,FALSE,,0,,,,,,,"[{'user_id': '474652050', 'username': 'Ayyubar_MTR'}]",
1.17687E+18,1.17687E+18,1.56942E+12,9/25/2019,21:53:26,SE Asia Standard Time,8.2337E+17,ahmadsiberi,Ahmad Siberi,,Penurunan Foto Jokowi di Riau #MataNajwa #STMelawan #HidupMahasiwa pic.twitter.com/n3OhoYhG2m,[],[],[],0,1,17,"['#matanajwa', '#stmelawan', '#hidupmahasiwa']",[],https://twitter.com/ahmadsiberi/status/1176872342288338945,FALSE,,1,,,,,,,"[{'user_id': '823369834318569472', 'username': 'ahmadsiberi'}]",
1.17686E+18,1.17686E+18,1.56942E+12,9/25/2019,20:52:21,SE Asia Standard Time,9.88617E+17,iza66895880,Iza,,"Petisi ""Jokowi Tunaikan Janjimu Untuk Hilangkan Asap di Riau""   http://chng.it/dJ6pQ27bj2  #STMmelawan pic.twitter.com/3eD5I7WDTE",[],['http://chng.it/dJ6pQ27bj2'],['https://pbs.twimg.com/media/EFUJDFXU4AEnMG9.jpg'],0,0,1,['#stmmelawan'],[],https://twitter.com/Iza66895880/status/1176856971925839872,FALSE,,0,,,,,,,"[{'user_id': '988616960547045378', 'username': 'Iza66895880'}]",
1.17685E+18,1.17685E+18,1.56942E+12,9/25/2019,20:40:23,SE Asia Standard Time,317000227,hilman_knc,Hilman Taufik,,"Demo Mahasiswa Makassar, Yogyakarta, Riau Menuntut Jokowi Turun Tahta  https://youtu.be/t3NjQrOmvm0 ",[],['https://youtu.be/t3NjQrOmvm0'],[],0,0,0,[],[],https://twitter.com/hilman_knc/status/1176853960935792640,FALSE,,0,,,,,,,"[{'user_id': '317000227', 'username': 'hilman_knc'}]",
